Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
58	356.2892	80.8886	656.5581	248.98683	70.64286	154.26495	68.94846	223.26572	-38.948994	118000	2.3510307e-08	1726.6847	-0.05786609	-1065.2983	0.9064	0.016244773	0.39	7.0	703.4883906841278
59	376.62332	76.18926	591.4589	259.90857	73.74074	145.64183	71.86145	225.46642	-17.143522	120000	2.3812056e-08	1622.095	-0.045338146	-986.8559	0.9059131	0.018181238	0.2535	5.0	715.885041475296
60	362.519	80.25614	519.0448	231.30045	69.67857	153.97972	70.0632	228.34644	-1.3795171	122000	-2.7365983e-08	1311.4578	-0.045593508	-710.84076	0.9054693	0.018625518	0.2745	6.0	728.5295991897583
61	354.66312	74.82924	544.4474	219.72215	70.25	156.69147	71.90052	230.763	-34.964832	124000	-2.2530555e-08	1426.7236	-0.05270617	-942.07434	0.90509087	0.019901091	0.33	6.0	741.0086481571198
62	362.43365	89.461174	611.83826	229.02419	70.25	148.44572	68.54541	231.99437	0.9543576	126000	6.9975854e-08	1561.5891	-0.048006438	-949.80646	0.90486157	0.016834209	0.312	6.0	753.6691107749939
63	358.44107	69.874084	603.8668	254.31403	69.46429	148.73106	71.107895	234.10437	3.5030487	128000	-4.23193e-09	1174.6273	-0.038620412	-760.5458	0.9048135	0.019995961	0.198	4.0	765.9889919757843
64	378.62363	70.610306	610.4908	256.37018	73.92593	154.11067	70.21476	235.51047	0.4886384	130000	-1.5065075e-08	1395.3264	-0.032081146	-932.7111	0.9048598	0.01598295	0.2195	4.0	778.5870831012726
65	420.51733	126.13476	760.4189	258.0439	82.26087	159.16638	73.86615	237.4265	-16.850445	132000	-6.520748e-08	3245.6255	-0.033111673	-1955.8848	0.9048378	0.015965851	0.2345	4.0	791.1131680011749
66	384.8185	96.012245	728.88995	258.25378	75.53846	162.64677	76.56614	243.12022	-15.545133	134000	-1.7225743e-08	1959.1755	-0.031311393	-1222.7041	0.9047754	0.017842887	0.224	4.0	803.3231024742126
67	370.094	68.55206	516.69934	263.90195	73.07407	156.78258	76.068634	245.09233	-29.044714	136000	-1.3679266e-08	1167.9685	-0.04992748	-782.15283	0.90474707	0.01617783	0.3275	6.0	815.8228945732117
68	373.37604	86.26151	691.87897	254.2189	73.888885	159.56898	75.86328	246.06558	-9.157	138000	-5.910918e-08	1396.366	-0.04887403	-870.05817	0.9045296	0.015307616	0.3235	6.0	828.2969605922699
69	366.3851	73.03933	566.4039	231.86942	71.85185	157.50363	75.50039	247.29858	-14.92472	140000	9.398907e-09	1557.8741	-0.04903888	-1156.0566	0.9043374	0.018581472	0.319	6.0	840.8349342346191
70	374.65884	76.551575	629.50806	280.07074	72.666664	153.70303	71.6266	248.38176	-1.7734804	142000	-7.56979e-09	1251.8542	-0.040306546	-837.59344	0.9041231	0.015817009	0.227	5.0	853.4659731388092
71	346.61786	77.18689	613.42126	239.91208	66.55173	155.74184	73.96334	249.49986	3.9426806	144000	4.4107438e-09	1366.6964	-0.048900746	-925.4569	0.9038651	0.018626396	0.3225	6.0	865.9621539115906
72	342.59085	75.16876	562.3082	231.39911	65.8	152.18939	72.81394	250.66293	-5.5349646	146000	2.9802322e-10	1266.6598	-0.040821433	-894.25415	0.90348494	0.016511353	0.2545	5.0	878.5491759777069
73	361.98047	59.268612	487.2512	263.60553	71.55556	151.64406	77.01068	251.17358	-32.791115	148000	-2.1025539e-08	1090.1208	-0.048541598	-847.69666	0.9031756	0.01662885	0.292	6.0	891.0010440349579
74	389.6876	71.33491	542.4974	256.34152	76.8	154.5361	71.92268	251.32468	-2.9679692	150000	3.6418438e-08	1227.7628	-0.034438036	-848.52606	0.9028905	0.017750446	0.1815	4.0	903.4811551570892
75	361.59293	69.85832	588.8315	274.41742	69.28571	160.83133	77.45993	252.93564	-4.8104954	152000	6.4671037e-09	1098.2002	-0.041759465	-763.88226	0.9027221	0.018122386	0.265	5.0	915.963666677475
76	400.6239	121.74173	831.4382	277.95456	78.56	156.62079	74.14824	253.19563	3.3134103	154000	-2.9802322e-08	2281.2249	-0.04068641	-1382.2277	0.90246934	0.016309502	0.2605	5.0	928.5811195373535
77	362.55234	83.19466	602.3258	264.66293	71.51852	158.97198	79.37485	256.97543	-8.766932	156000	-6.048381e-08	1265.2382	-0.067136295	-847.9808	0.90224624	0.01582042	0.4265	10.0	941.1288242340088
78	373.64648	66.423416	581.8465	279.3801	71.92593	157.32457	72.978	256.93152	-10.952126	158000	-9.3579295e-09	969.01263	-0.05031898	-699.65454	0.9018238	0.017306788	0.2955	6.0	953.733030796051
79	361.30975	72.63834	561.6201	264.48706	69.96429	160.21423	75.84148	258.01413	0.19117236	160000	1.1116266e-08	1151.3131	-0.046849344	-837.5837	0.90162194	0.018608171	0.243	5.0	966.4209420681
80	377.87793	82.10922	625.142	255.4151	72.333336	154.62764	73.808525	258.8119	2.240445	162000	-2.6673078e-08	1296.8147	-0.051896613	-873.76196	0.90155065	0.01678274	0.316	7.0	979.2690782546997
81	349.8617	51.973972	453.96567	251.24246	67.55173	157.8743	78.67907	259.68906	-8.575713	164000	-1.6599893e-08	873.78046	-0.049575854	-684.1149	0.90138376	0.017450616	0.244	6.0	991.6470196247101
82	377.54758	104.92171	754.8339	275.75162	73.76923	151.47194	74.536316	258.86136	2.7608979	166000	4.8458578e-08	1833.4866	-0.053595524	-1180.9971	0.90132713	0.0178941	0.3165	7.0	1004.2929766178131
83	354.75723	53.902782	471.8603	245.51553	69.07143	156.51994	76.10921	262.2444	-4.157181	168000	1.257658e-08	1072.3777	-0.047405224	-818.19336	0.90119886	0.016088974	0.273	5.0	1016.9607484340668
84	394.8494	93.71433	626.9355	222.39761	76.11539	158.49016	73.87319	261.69662	-3.4657645	170000	-6.496906e-09	1613.7198	-0.04573729	-1059.7386	0.9011239	0.017117416	0.3075	6.0	1029.3717772960663
85	380.50214	69.17104	526.61127	278.50836	72.111115	161.41238	79.296646	263.6797	-22.20652	172000	-1.8969178e-08	1000.1551	-0.06348663	-719.15283	0.9011108	0.015677212	0.3885	8.0	1041.8210213184357
86	387.85788	62.6931	498.06854	202.6567	74.57692	167.05415	76.48861	264.67523	-20.055136	174000	-1.2278557e-08	1226.6122	-0.0557682	-970.05115	0.9011052	0.017624836	0.298	7.0	1054.3010277748108
87	375.75034	72.05082	604.3696	289.15466	72.48148	156.95338	76.727455	265.01666	-2.7161012	176000	2.606213e-08	1223.0261	-0.048274647	-846.62573	0.90105325	0.017603554	0.2995	6.0	1066.805032491684
88	366.52744	69.26884	516.8033	259.9206	69.89286	161.89438	75.79599	265.46646	6.0866	178000	-1.2233853e-08	808.9493	-0.042308975	-582.4004	0.90098494	0.020951457	0.3065	5.0	1079.5976815223694
89	372.55807	72.34661	564.8309	266.97635	70.5	157.54886	75.693634	265.76135	6.8938475	180000	3.3318997e-08	825.17346	-0.03986887	-551.88257	0.9009257	0.019400906	0.229	5.0	1092.1175782680511
90	392.46716	93.396996	718.82367	273.9134	76.84	167.41824	76.06766	267.06866	-6.6427402	182000	-1.3232231e-08	1562.8599	-0.048787057	-1050.76	0.90098035	0.015002993	0.302	6.0	1104.7091310024261
