Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time
58	-139.0149	169.93988	-6.3584704	-508.98636	254.33333	-41.45351	10.207571	2.6401348	-55.21303	118000	-0.09964888	484.06876	-0.00078710914	-182.47336	0.90702087	-7.033348e-09	2032.9116055965424
59	-75.2061	135.31396	-3.4951189	-476.5647	161.4	-44.140533	7.260537	-2.4819252	-55.793613	120000	-0.07017486	475.53445	-0.0011187941	-120.91284	0.90681356	8.5830685e-09	2067.9281284809113
60	-115.84218	152.52126	11.447986	-517.7801	213.66667	-36.717724	10.650249	16.64109	-52.89263	122000	-0.1878905	399.73132	-0.00070129335	-129.36084	0.9066161	-5.00679e-09	2102.248058319092
61	-85.27455	122.08738	-9.221398	-482.88306	144.76923	-37.52444	10.594428	9.997804	-52.15977	124000	-0.111133024	263.58383	-0.0009546727	-79.46092	0.9064083	5.9604643e-10	2135.8352348804474
62	-39.43915	24.531359	-4.018808	-92.33677	79.5625	-30.153503	11.862818	5.4450464	-50.78034	126000	-0.15601514	338.11755	-0.0014523119	-137.361	0.90619844	-9.775162e-09	2170.518699645996
63	-105.17876	164.36517	-7.9322615	-566.58777	179.5	-39.023228	13.428346	7.2223425	-55.165108	128000	-0.11337634	465.97153	-0.0011206344	-160.59378	0.9059896	-1.9192695e-08	2205.600078344345
64	-54.905453	40.344658	-2.5621	-108.77573	100.083336	-35.601887	15.694378	23.72982	-57.46625	130000	-0.11670104	230.31201	-0.0008748248	-101.277985	0.9057774	-7.152557e-09	2239.8526406288147
65	-87.107285	157.29509	0.49430567	-528.5169	172.44444	-37.42506	12.145616	7.7893634	-55.071545	132000	-0.09477585	300.99606	-0.0010974482	-102.392975	0.9055689	1.8239021e-08	2274.93329000473
66	-53.756096	112.2774	6.572551	-449.02655	129.57143	-31.076351	9.755881	4.0303683	-51.129517	134000	-0.1138634	312.02646	-0.0009534955	-164.20226	0.905365	-7.1525574e-10	2309.1397984027863
67	-72.20432	117.315254	-6.220823	-471.69528	141.07692	-28.05634	14.2581835	9.211922	-53.360508	136000	-0.104398474	261.6537	-0.001010023	-117.74844	0.90516496	-2.9802323e-09	2342.364095211029
