Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
82	1097.4397	319.2316	1515.9259	709.47015	353.0	250.94566	61.337357	291.40692	-4.502665	166000	1.34706495e-08	475.80978	-0.029306842	-187.79166	0.6618798	0.011439727	0.17	79.0	653.8260593414307
83	803.2028	79.35891	923.0208	679.0853	240.5	228.00429	67.80466	291.72287	5.572095	168000	1.3411044e-10	719.9836	-0.031089654	-322.95206	0.66272485	0.015021002	0.215	71.0	662.4582781791687
84	670.58636	228.6147	1224.9585	394.48703	209.88889	228.14322	73.760475	292.81387	12.005277	170000	-3.1486152e-08	1152.737	-0.025887636	-733.854	0.66990834	0.015202033	0.15	56.0	670.3732318878174
85	1061.8649	237.15883	1420.9631	754.3954	331.16666	240.93704	62.49804	290.9063	-3.0766053	172000	-1.92374e-08	881.17596	-0.009743378	-573.58594	0.6560006	0.016144687	0.1855	6.0	678.0501246452332
86	990.0275	162.01659	1283.7461	815.0588	310.66666	238.74355	71.03304	296.14252	-4.750016	174000	-1.4975667e-09	1210.7521	-0.027052173	-758.2095	0.6555219	0.015003569	0.185	52.0	685.8466508388519
87	1318.182	882.9979	2839.1726	714.1178	434.0	262.83676	48.532078	294.8172	11.255671	176000	1.880154e-08	441.33554	-0.030405479	-129.86395	0.64503884	0.013811995	0.1795	79.0	694.3659737110138
88	939.1796	278.25113	1442.7208	594.7397	306.0	253.48166	65.7244	295.99744	10.83235	178000	1.4007091e-09	1183.8225	-0.028953454	-863.73584	0.63083583	0.00913554	0.1865	79.0	702.9822359085083
89	1200.2874	432.03787	2050.0828	841.1892	380.8	237.38979	64.837685	293.07037	5.990514	180000	-3.1888487e-08	818.00055	-0.0077947504	-517.9245	0.63105303	0.01796846	0.1665	5.0	710.2059090137482
90	855.6442	202.2501	1126.195	550.2627	260.2857	237.16101	67.077675	296.38913	6.0993323	182000	8.229167e-09	354.51254	-0.012842743	-238.16345	0.6313278	0.015205056	0.1545	15.0	718.08118724823
91	854.208	253.03574	1412.7715	616.0314	260.2857	248.48413	70.463486	298.98358	-10.399849	184000	-7.659197e-09	448.42947	-0.032027885	-210.63594	0.6310384	0.0058296383	0.153	79.0	726.637797832489
92	982.30176	289.7959	1557.0342	702.827	294.33334	244.35696	64.02381	298.02304	3.4564705	186000	-4.3958424e-09	490.1948	-0.023304598	-220.32343	0.62419856	0.01539189	0.144	28.0	734.1140470504761
93	938.8338	257.3818	1453.2527	633.5844	282.42856	247.00797	74.11804	302.46866	-0.6345582	188000	1.1831522e-08	300.19177	-0.03325798	-114.292755	0.62456924	0.012486733	0.1885	79.0	742.7462334632874
94	2543.639	658.6531	3202.292	1884.9858	761.5	273.05643	52.327805	305.6224	27.356588	190000	-4.9382447e-08	1172.5032	-0.005855791	-844.7173	0.60181445	0.016561674	0.1385	3.0	749.8978071212769
95	1190.9794	436.67593	1661.1854	556.4022	365.6	278.5666	69.81992	316.97437	-6.551884	192000	-4.3809414e-09	760.15845	-0.026986515	-528.3296	0.6013231	0.009056319	0.1475	79.0	758.5300769805908
96	1000.6547	411.93567	1901.5515	727.8178	305.0	250.78697	72.29271	315.1797	-6.2619185	194000	1.6331672e-08	201.96529	-0.030400882	-136.77475	0.6033827	0.01246514	0.1695	79.0	767.1483991146088
97	1121.7947	324.99887	1688.3298	766.24066	349.4	259.50027	67.020744	314.55405	-2.6471887	196000	1.2059696e-08	294.2227	-0.015573665	-136.77875	0.5930339	0.01563188	0.195	15.0	774.8539867401123
98	1335.2185	440.68454	2017.7095	897.8751	414.5	262.63846	65.21633	313.5754	20.512732	198000	-3.154576e-08	294.9794	-0.0057883197	-190.75287	0.59256864	0.018215694	0.2465	3.0	782.4210329055786
99	972.99396	372.86252	1450.9185	559.2533	286.16666	256.20303	70.285034	314.8393	-0.8102331	200000	-4.1127204e-09	456.67407	-0.0017648102	-184.50632	0.59235317	0.019208958	0.1715	3.0	789.6595239639282
100	917.4032	181.07547	1346.138	782.27264	271.2857	250.2754	72.193726	318.73154	-3.5080714	202000	6.371178e-09	608.20074	-0.029080678	-402.6164	0.59232193	0.010307767	0.172	79.0	798.0491631031036
101	1147.5736	250.13757	1412.8444	690.48035	343.2	267.4883	64.99379	319.00146	10.2110195	204000	-5.5599956e-09	467.7945	-0.0030558314	-244.32646	0.582526	0.017835641	0.1675	3.0	806.0701463222504
102	1206.2301	431.82486	1899.2139	746.89294	357.8	263.87762	70.473274	320.54742	13.25451	206000	-3.963709e-09	410.22003	-0.0053690025	-241.6608	0.5820382	0.019845707	0.235	2.0	813.2054045200348
103	1020.5785	155.07747	1232.637	842.95667	303.4	270.82068	70.18212	322.10202	-7.6276546	208000	6.6310166e-09	668.07135	-0.0031532208	-501.0072	0.58168036	0.016746718	0.237	5.0	820.8613648414612
104	834.0473	349.368	1571.9044	504.628	259.57144	242.58884	75.87358	319.3311	-12.248251	210000	1.0281801e-09	437.11792	-0.009680122	-288.1366	0.58100367	0.015253001	0.146	8.0	828.2539355754852
105	1117.472	253.82661	1620.9373	873.60693	331.83334	248.12035	68.07776	310.75937	1.1233506	212000	2.232194e-08	595.7515	-0.019422812	-439.37152	0.5790711	0.015230014	0.16	23.0	836.0743424892426
106	933.86395	137.3463	1178.303	763.1664	277.0	261.70053	77.3669	322.52902	5.7367163	214000	-1.4781952e-08	295.53162	-0.016224656	-120.58562	0.5720202	0.015266024	0.1205	19.0	843.8500571250916
107	1319.9569	304.35098	1648.3583	855.4489	398.4	269.40787	69.19933	320.33737	7.3933387	216000	1.0850839e-08	303.47543	-0.008199049	-120.462204	0.5677652	0.015492275	0.186	4.0	850.8660945892334
108	1388.8209	250.39243	1651.7451	976.1287	426.5	280.00668	62.357136	319.66315	-3.0208116	218000	2.0861626e-09	613.40796	-0.027274702	-413.90863	0.56755424	0.011112984	0.1515	79.0	859.6771621704102
109	1843.6836	505.4328	2409.3726	1182.4338	570.6667	278.3505	59.892693	319.61826	-23.55896	220000	-1.9013882e-08	148.953	-0.006009127	-60.67118	0.5650116	0.021048922	0.1815	3.0	867.0653982162476
110	1310.4985	343.05875	1715.3534	872.6337	405.75	264.65012	65.59643	320.56573	10.803417	222000	1.1337921e-08	745.84216	-0.005661578	-458.87726	0.5651221	0.015113604	0.176	4.0	874.4441623687744
111	1682.4845	869.4554	2900.856	929.7461	551.0	282.93335	48.736217	320.24033	1.8513098	224000	-2.0161272e-08	485.18655	-0.0053811013	-205.96634	0.5649482	0.0162619	0.165	4.0	881.9838707447052
112	1177.0062	291.2645	1514.3309	721.68964	361.75	284.72116	59.061806	320.534	12.926375	226000	8.717179e-09	2400.8884	-0.004890018	-525.81226	0.5643202	0.019498587	0.23	3.0	889.1043403148651
113	1478.3627	396.1433	2108.9119	1024.8003	461.75	268.96805	60.16141	319.35318	-5.4473524	228000	-4.2021275e-09	329.19498	-0.019785192	-215.14615	0.5638321	0.015547014	0.1255	28.0	897.7531929016113
114	920.4144	166.32559	1120.5983	636.2433	284.42856	248.64706	66.58902	317.9281	10.46216	230000	-1.26361845e-08	1607.8351	-0.005826817	-871.9951	0.55658233	0.017946	0.179	4.0	905.1204104423523
115	1044.668	309.87363	1639.3605	662.02905	315.33334	238.57509	73.33449	319.04202	-11.938999	232000	-1.5079975e-08	940.3425	-0.034619126	-707.79114	0.5553929	0.010723221	0.1995	79.0	913.5771656036377
116	986.1923	360.2936	1449.6979	337.4038	299.66666	266.02353	68.76239	321.11896	7.231923	234000	-8.367002e-09	2433.67	-0.024664603	-621.1896	0.5332092	0.009909189	0.169	79.0	921.9876267910004
117	1041.446	343.59607	1530.5393	523.49615	326.0	263.62726	60.126915	320.20984	0.12084961	236000	1.8648803e-08	1443.7123	-0.018074537	-813.01385	0.54954576	0.015723666	0.166	17.0	929.4142544269562
118	1156.4324	282.18198	1537.1847	879.6581	346.4	246.76083	74.88468	319.98502	-25.041407	238000	-6.3069166e-08	818.10345	-0.014409604	-720.5	0.54655963	0.01616679	0.1375	12.0	937.0931589603424
119	1405.2109	403.0677	2036.8276	963.65894	436.0	277.0237	65.289406	322.67822	6.9293714	240000	-1.475215e-08	313.8755	-0.0092810355	-203.267	0.54635304	0.015356102	0.1665	3.0	944.4548754692078
120	1096.2301	338.6342	1652.0231	725.9738	336.2	261.92725	65.85465	321.07745	-4.809728	242000	2.7045608e-09	789.68054	-0.02614149	-233.36548	0.54664683	0.009361643	0.1575	79.0	953.1570947170258
121	1293.4529	448.55	2051.4553	757.84174	388.8	258.91708	65.77459	321.23505	-10.6854515	244000	5.379319e-09	712.0735	-0.007842938	-490.96277	0.5405541	0.016450616	0.228	4.0	960.4188375473022
122	1042.9004	303.30048	1604.1141	674.65027	319.66666	266.27005	74.688866	322.56567	12.267839	246000	2.4735927e-09	650.4875	-0.003505914	-522.4635	0.54012966	0.018364284	0.122	4.0	967.8354449272156
