Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time
121	364.1949	75.99601	669.97363	251.1531	70.17857	144.57735	70.6594	266.81146	-26.797882	244000	-0.0901928	1546.0306	-0.005602367	-1005.0885	0.91496646	3.671646e-08	5049.062378168106
122	371.11972	80.03178	577.7505	226.46078	73.85185	151.92232	78.03187	284.3505	-14.315575	246000	-0.06101101	1743.6882	-0.00495369	-1048.4614	0.91491956	-1.0967255e-08	5085.041616439819
123	350.56348	55.595684	483.55945	245.72414	68.0	159.62656	73.41867	283.27048	-2.0600991	248000	0.022419311	1017.98517	-0.0028927661	-719.6279	0.9148708	8.5830685e-09	5121.68888926506
124	354.77267	82.156685	597.9733	213.18578	68.62069	146.98357	71.17033	276.44006	-11.342577	250000	-0.055208143	1643.8923	-0.003952872	-1127.4802	0.914831	-1.6212464e-08	5158.449342250824
125	347.6509	88.95364	651.32776	228.31998	68.413795	156.84048	74.68087	280.05988	-14.180566	252000	0.04027262	2107.7866	-0.0037561394	-1434.7913	0.91478336	-6.6757204e-09	5195.795635700226
126	365.24533	84.0307	566.61914	239.07199	70.25	158.7245	73.40601	274.80737	2.085672	254000	0.044872023	1328.403	-0.004370235	-890.7729	0.9147506	1.525879e-08	5232.889713764191
127	369.14633	65.372955	520.8173	247.12962	70.92857	158.43616	77.105354	289.8924	-1.7772713	256000	0.010060386	1090.909	-0.0040832553	-724.7902	0.91472495	2.1457673e-08	5271.057425260544
128	354.71732	83.7953	719.80035	267.26727	68.93104	151.43732	76.16247	282.4502	-14.447126	258000	-0.024644567	1795.3038	-0.0043643713	-1208.7136	0.9147012	-1.3351441e-08	5308.781425237656
129	361.22592	87.04091	610.2508	220.3074	69.39286	152.53728	75.45784	284.59702	2.1668177	260000	-0.036963668	1699.1461	-0.0047495477	-1083.5886	0.9146781	-2.2411346e-08	5345.929203987122
130	383.5487	58.804726	517.2269	292.89062	72.92593	157.20528	73.57101	288.0483	1.1225233	262000	-0.044473514	1218.2946	-0.0058402084	-833.52075	0.9146582	-2.861023e-09	5382.996262311935
131	358.88492	81.00612	572.21375	232.19577	70.03571	162.70844	77.245316	286.93588	-12.927542	264000	-0.031648222	1666.1957	-0.004218895	-1148.5835	0.91463333	1.4305115e-09	5415.227281570435
