Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
85	380.43808	100.3489	718.0508	248.38644	72.81481	164.72913	76.26494	264.0251	-4.4209747	172000	-8.940697e-09	1501.0096	-0.040853377	-915.1053	0.90763956	0.01544302	0.2235	5.0	3609.7801425457
86	360.61322	79.574554	641.0292	255.31477	69.92857	159.64297	79.09966	265.57333	-6.7287264	174000	1.4349818e-08	1269.813	-0.032906666	-887.5964	0.9073603	0.018740242	0.1805	4.0	3648.3375239372253
87	431.6404	130.48645	960.9012	304.66766	84.21739	162.1869	75.47339	266.088	-15.722093	176000	-2.938509e-08	3127.1304	-0.03941563	-2125.2847	0.90708107	0.015628478	0.268	5.0	3687.3829815387726
88	364.8617	71.79557	528.7673	254.97183	70.703705	164.70187	81.33003	270.68326	-11.326448	178000	4.439056e-08	1389.8799	-0.04292575	-1023.517	0.90697116	0.017140731	0.263	5.0	3727.194860935211
89	387.4471	148.26126	1064.9921	264.64487	75.46154	163.63675	78.03949	270.4766	-5.153513	180000	6.109476e-09	2365.2517	-0.03350548	-1307.8861	0.9069703	0.01518865	0.187	4.0	3766.2851762771606
90	364.15353	58.01958	482.66214	264.85144	70.35714	162.67712	82.166985	276.01028	-5.5980783	182000	-2.6762486e-08	1173.8257	-0.036793582	-941.3303	0.9068892	0.018801792	0.2765	5.0	3805.001052379608
91	378.39	73.50982	564.0728	226.4896	72.5	156.76953	73.97853	275.83972	-0.90429926	184000	4.768372e-10	1495.0509	-0.043324456	-1079.1617	0.90668976	0.018882656	0.2675	5.0	3843.018655538559
92	370.89725	69.806656	539.6142	246.72029	70.37037	162.5038	79.047966	275.97702	-8.392372	186000	-7.629395e-09	1246.5183	-0.040040493	-949.8105	0.9065889	0.01692622	0.2775	5.0	3880.6703519821167
93	381.64966	101.833176	784.6903	251.56429	73.07407	159.76508	76.094345	276.49402	-51.56188	188000	-7.629395e-09	2305.2559	-0.059383854	-1750.1226	0.9065126	0.018083394	0.367	8.0	3916.9145374298096
94	369.37534	53.326035	489.90317	267.6836	70.10714	157.43613	76.813354	279.0004	1.5397639	190000	6.213784e-09	1155.8098	-0.048503067	-922.92706	0.90642184	0.016541477	0.2885	6.0	3954.722636461258
95	401.61523	101.57795	604.0491	219.23032	78.4	163.48366	75.13467	278.58725	-11.830828	192000	4.4316053e-08	2157.3464	-0.04052025	-1539.3125	0.90650314	0.015344873	0.258	5.0	3994.5404710769653
96	399.86853	74.27969	590.7329	261.0133	77.8	168.29425	80.3066	279.16913	-11.742323	194000	-2.7894973e-08	1132.4955	-0.058176704	-868.3475	0.90636915	0.016443511	0.344	7.0	4033.767195701599
97	384.75446	74.311104	587.106	251.08849	72.81481	160.2619	78.12164	280.9044	-25.063232	196000	-1.3917685e-08	1140.7871	-0.0440918	-810.0246	0.90617317	0.015331784	0.2495	5.0	4073.3001499176025
98	385.58572	69.191055	496.37778	251.51178	73.296295	168.34966	77.88006	280.48862	-24.085295	198000	-7.6532366e-08	944.0072	-0.03546347	-734.7254	0.90611255	0.01580288	0.2015	4.0	4112.478159666061
99	373.7158	75.80791	620.8249	263.056	71.92593	160.83072	78.48887	281.00684	-10.686384	200000	4.7683715e-09	1391.7695	-0.038842786	-1012.48816	0.90608466	0.019286495	0.2595	5.0	4151.699055671692
100	355.70642	53.69451	458.23886	241.94415	67.965515	154.91425	78.65808	280.61658	-5.9248066	202000	-3.784895e-08	883.8152	-0.05019106	-686.2325	0.9058045	0.017378537	0.2915	6.0	4191.680574417114
101	371.51215	63.830585	509.4845	263.81302	72.111115	150.37262	75.24168	279.90836	-17.628433	204000	-7.390976e-09	1352.609	-0.0498702	-1046.3065	0.90534556	0.017994815	0.3035	6.0	4231.004910469055
102	384.9497	59.614727	554.05444	285.63882	74.42308	162.42128	79.38368	280.42612	-16.073744	206000	1.2814999e-08	1045.3872	-0.04228139	-790.252	0.9048145	0.017303452	0.312	5.0	4269.497065782547
103	399.57977	83.83066	575.2727	283.62695	77.56	163.70692	76.527985	278.2419	-4.6409435	208000	2.9001384e-08	929.9767	-0.043730624	-670.0088	0.90460527	0.018787635	0.2605	5.0	4306.866646528244
104	387.10727	74.328545	536.503	276.37442	74.73077	160.16525	78.36427	282.95038	-7.6589246	210000	3.1024218e-08	1033.3762	-0.04889664	-764.13715	0.90447825	0.019153642	0.338	6.0	4344.126636505127
105	421.47388	119.612	762.7951	237.48755	82.375	171.80344	79.23403	282.87393	-5.2757297	212000	1.2040139e-08	1791.8474	-0.04728088	-1205.613	0.9043428	0.018547134	0.318	6.0	4381.558622121811
106	364.00742	74.03381	593.52673	262.7421	70.25	161.8649	85.88986	287.85236	-36.747597	214000	-1.9691884e-08	1319.4121	-0.0473525	-993.7423	0.9042117	0.015631028	0.318	6.0	4416.554801464081
107	393.00323	80.00662	572.43805	238.33052	75.80769	168.98834	77.771866	287.02356	-3.3222003	216000	3.9935113e-08	1434.5426	-0.04097994	-1108.5186	0.90404123	0.016609356	0.2365	5.0	4451.384535312653
108	403.13058	127.307106	757.29047	234.32874	78.72	163.36876	82.47728	287.6739	-18.899015	218000	6.9737434e-09	2146.3728	-0.04317383	-1524.3662	0.90389776	0.019417617	0.285	5.0	4485.892608165741
109	396.50232	77.93969	598.042	263.19818	76.84	164.60466	79.88338	291.69116	-14.711695	220000	-4.1037797e-08	1340.2643	-0.04890504	-1047.5024	0.90367013	0.017172022	0.341	6.0	4520.268414735794
110	366.33722	59.014317	515.55914	250.58144	70.78571	161.36461	84.08551	291.9424	-18.48481	222000	3.84897e-08	1033.9366	-0.05022993	-785.52686	0.90345687	0.018905869	0.2855	6.0	4554.578376293182
111	374.70233	55.512383	490.14423	262.0089	72.62963	157.65756	74.18485	283.56497	-12.38706	224000	-4.6372413e-08	848.3886	-0.056337398	-620.8541	0.90344507	0.017579919	0.3755	7.0	4589.468754291534
112	368.29462	89.53863	584.7331	131.21176	71.0	164.08884	76.55461	290.28168	1.050283	226000	-4.428625e-08	1636.4513	-0.055725493	-1208.0369	0.90374386	0.017033929	0.3795	7.0	4623.83456158638
113	384.55972	94.723206	726.33203	253.26233	74.15385	153.59369	76.36245	291.75552	-12.507835	228000	-3.004074e-08	1713.8893	-0.04780612	-1310.057	0.90388775	0.01575917	0.279	6.0	4657.270504236221
114	353.07803	69.99432	538.799	254.89462	67.37931	162.30135	80.13036	294.4343	-10.645809	230000	2.2232532e-08	1148.4055	-0.04384774	-861.56244	0.9037965	0.017104778	0.239	5.0	4690.520794868469
115	391.76404	98.06091	616.95624	134.58022	75.30769	158.65353	75.027	291.4908	-3.0246296	232000	2.3394824e-09	1831.9275	-0.041684244	-1363.9259	0.903745	0.018279372	0.2725	5.0	4724.850630998611
116	423.3517	104.26698	687.77704	277.3512	82.916664	166.04866	82.134735	294.13333	-22.22811	234000	-3.08007e-08	1799.0774	-0.03593582	-1271.1846	0.9037489	0.016001672	0.1995	4.0	4759.309064626694
117	397.54895	84.4397	590.47534	273.54724	77.08	167.905	85.812004	298.04633	-6.5063477	236000	3.4704804e-08	1650.6863	-0.046105348	-1312.3237	0.9036947	0.017502151	0.3265	6.0	4794.281097650528
118	393.26932	87.938614	662.4402	233.22519	75.69231	167.48872	81.21192	297.61655	3.2051306	238000	1.3887882e-08	1225.5961	-0.048772775	-842.59406	0.90358603	0.016450692	0.2985	6.0	4828.672758817673
119	387.8662	79.2132	596.3827	241.66849	75.88461	167.26434	82.12298	297.75626	-11.331382	240000	-5.438924e-08	1218.6521	-0.045531243	-925.3196	0.90350676	0.015143084	0.2575	5.0	4862.872889280319
120	399.90915	75.09377	536.20935	276.38715	76.30769	165.01112	79.969406	296.64963	-13.594515	242000	1.3887882e-08	1152.8254	-0.044699427	-889.3038	0.90350103	0.016780203	0.3135	6.0	4897.996928930283
121	404.1131	109.82134	698.60315	272.9067	78.4	168.65019	81.057236	297.0038	-7.8731074	244000	-1.8924474e-08	1725.3298	-0.048387423	-1205.6741	0.9034006	0.016862521	0.234	5.0	4932.86350607872
122	389.87695	115.06329	792.75366	237.60896	75.52	167.33629	86.321266	301.383	-12.933316	246000	5.693734e-08	2158.8767	-0.045874067	-1587.4377	0.903146	0.016001247	0.299	5.0	4967.4327273368835
123	377.818	71.44789	551.98926	256.0549	74.30769	166.3236	83.53123	303.36346	-18.10485	248000	4.1127204e-09	1380.9592	-0.034062114	-1102.6113	0.9028196	0.020293046	0.223	4.0	5001.726280212402
124	357.4182	71.75419	496.16788	212.48456	69.25	159.6803	76.5584	299.04663	-6.1001987	250000	-1.9788741e-08	1171.1687	-0.034955833	-886.00726	0.90254563	0.018201482	0.2535	4.0	5035.0869879722595
125	410.962	116.94348	638.27094	256.86734	80.125	167.91147	80.56624	302.35727	-14.262257	252000	-1.9341707e-08	1988.4802	-0.03780798	-1477.3961	0.90226996	0.018028293	0.2615	5.0	5068.600910902023
